flight_id,airline,source,destination,departure_time,arrival_time,duration,duration_hours,route,flight_date
SJ007,SpiceJet,BOM,CCU,2026-04-20 10:03:41.701,2026-04-20 14:53:41.701,0 days 04:50:00,4.833333333333333,BOM → CCU,2026-04-20
SJ141,SpiceJet,CCU,DEL,2026-04-20 10:00:41.702,2026-04-20 13:37:41.702,0 days 03:37:00,3.6166666666666667,CCU → DEL,2026-04-20
6F049,IndiGo,HYD,DEL,2026-04-20 10:00:41.701,2026-04-20 13:13:41.701,0 days 03:13:00,3.216666666666667,HYD → DEL,2026-04-20
SJ235,SpiceJet,BOM,DEL,2026-04-20 09:57:41.704,2026-04-20 13:45:41.704,0 days 03:48:00,3.8,BOM → DEL,2026-04-20
UK087,Vistara,HYD,MAA,2026-04-20 09:49:41.702,2026-04-20 13:17:41.702,0 days 03:28:00,3.466666666666667,HYD → MAA,2026-04-20
UK170,Vistara,BOM,BLR,2026-04-20 09:42:41.703,2026-04-20 11:32:41.703,0 days 01:50:00,1.8333333333333333,BOM → BLR,2026-04-20
SJ078,SpiceJet,DEL,HYD,2026-04-20 09:41:41.701,2026-04-20 12:49:41.701,0 days 03:08:00,3.1333333333333333,DEL → HYD,2026-04-20
SJ075,SpiceJet,MAA,BLR,2026-04-20 09:26:41.701,2026-04-20 11:03:41.701,0 days 01:37:00,1.6166666666666667,MAA → BLR,2026-04-20
AI159,Air India,HYD,BLR,2026-04-20 09:23:41.703,2026-04-20 11:36:41.703,0 days 02:13:00,2.216666666666667,HYD → BLR,2026-04-20
UK120,Vistara,HYD,DEL,2026-04-20 09:19:41.702,2026-04-20 13:30:41.702,0 days 04:11:00,4.183333333333334,HYD → DEL,2026-04-20
AI059,Air India,CCU,DEL,2026-04-20 09:16:41.701,2026-04-20 11:43:41.701,0 days 02:27:00,2.45,CCU → DEL,2026-04-20
UK040,Vistara,HYD,CCU,2026-04-20 09:15:41.701,2026-04-20 10:32:41.701,0 days 01:17:00,1.2833333333333334,HYD → CCU,2026-04-20
AI044,Air India,MAA,BLR,2026-04-20 09:03:41.701,2026-04-20 12:36:41.701,0 days 03:33:00,3.55,MAA → BLR,2026-04-20
AI078,Air India,DEL,BOM,2026-04-20 08:58:41.702,2026-04-20 13:28:41.702,0 days 04:30:00,4.5,DEL → BOM,2026-04-20
SJ226,SpiceJet,HYD,BOM,2026-04-20 08:47:41.704,2026-04-20 12:54:41.704,0 days 04:07:00,4.116666666666666,HYD → BOM,2026-04-20
6F209,IndiGo,MAA,CCU,2026-04-20 08:40:41.703,2026-04-20 13:40:41.703,0 days 05:00:00,5.0,MAA → CCU,2026-04-20
UK193,Vistara,HYD,DEL,2026-04-20 08:39:41.703,2026-04-20 09:14:41.703,0 days 00:35:00,0.5833333333333334,HYD → DEL,2026-04-20
6F092,IndiGo,MAA,BLR,2026-04-20 08:39:41.702,2026-04-20 09:15:41.702,0 days 00:36:00,0.6,MAA → BLR,2026-04-20
AI208,Air India,BLR,BOM,2026-04-20 08:38:41.703,2026-04-20 11:52:41.703,0 days 03:14:00,3.2333333333333334,BLR → BOM,2026-04-20
SJ227,SpiceJet,BOM,CCU,2026-04-20 08:32:41.704,2026-04-20 12:53:41.704,0 days 04:21:00,4.35,BOM → CCU,2026-04-20
6F238,IndiGo,BOM,DEL,2026-04-20 08:31:41.704,2026-04-20 09:19:41.704,0 days 00:48:00,0.8,BOM → DEL,2026-04-20
AI084,Air India,BOM,HYD,2026-04-20 08:31:41.702,2026-04-20 09:46:41.702,0 days 01:15:00,1.25,BOM → HYD,2026-04-20
SJ228,SpiceJet,BOM,CCU,2026-04-20 08:29:41.704,2026-04-20 12:16:41.704,0 days 03:47:00,3.783333333333333,BOM → CCU,2026-04-20
UK194,Vistara,CCU,BOM,2026-04-20 08:26:41.703,2026-04-20 09:26:42.000,0 days 01:00:00.297000,1.0000825,CCU → BOM,2026-04-20
6F126,IndiGo,CCU,MAA,2026-04-20 08:21:41.702,2026-04-20 09:39:41.702,0 days 01:18:00,1.3,CCU → MAA,2026-04-20
SJ052,SpiceJet,MAA,BLR,2026-04-20 08:20:41.701,2026-04-20 09:57:41.701,0 days 01:37:00,1.6166666666666667,MAA → BLR,2026-04-20
AI233,Air India,BLR,BOM,2026-04-20 08:04:41.704,2026-04-20 09:52:41.704,0 days 01:48:00,1.8,BLR → BOM,2026-04-20
AI213,Air India,HYD,CCU,2026-04-20 08:03:41.703,2026-04-20 09:14:41.703,0 days 01:11:00,1.1833333333333333,HYD → CCU,2026-04-20
UK076,Vistara,MAA,CCU,2026-04-20 08:03:41.702,2026-04-20 12:26:41.702,0 days 04:23:00,4.383333333333334,MAA → CCU,2026-04-20
SJ022,SpiceJet,DEL,BLR,2026-04-20 07:56:41.701,2026-04-20 11:07:41.701,0 days 03:11:00,3.183333333333333,DEL → BLR,2026-04-20
SJ002,SpiceJet,DEL,BOM,2026-04-20 07:54:41.701,2026-04-20 12:40:41.701,0 days 04:46:00,4.766666666666667,DEL → BOM,2026-04-20
AI163,Air India,HYD,MAA,2026-04-20 07:45:41.703,2026-04-20 08:46:41.703,0 days 01:01:00,1.0166666666666666,HYD → MAA,2026-04-20
UK229,Vistara,HYD,DEL,2026-04-20 07:40:41.704,2026-04-20 11:57:41.704,0 days 04:17:00,4.283333333333333,HYD → DEL,2026-04-20
UK185,Vistara,DEL,MAA,2026-04-20 07:31:41.703,2026-04-20 08:48:41.703,0 days 01:17:00,1.2833333333333334,DEL → MAA,2026-04-20
6F029,IndiGo,BOM,BLR,2026-04-20 07:31:41.701,2026-04-20 11:45:41.701,0 days 04:14:00,4.233333333333333,BOM → BLR,2026-04-20
6F056,IndiGo,BOM,MAA,2026-04-20 07:00:41.701,2026-04-20 08:49:41.701,0 days 01:49:00,1.8166666666666667,BOM → MAA,2026-04-20
AI062,Air India,MAA,DEL,2026-04-20 06:49:41.701,2026-04-20 07:25:41.701,0 days 00:36:00,0.6,MAA → DEL,2026-04-20
UK034,Vistara,DEL,BLR,2026-04-20 06:47:41.701,2026-04-20 10:11:41.701,0 days 03:24:00,3.4,DEL → BLR,2026-04-20
UK079,Vistara,DEL,BLR,2026-04-20 06:43:41.702,2026-04-20 10:34:41.702,0 days 03:51:00,3.85,DEL → BLR,2026-04-20
AI135,Air India,BLR,BOM,2026-04-20 06:40:41.702,2026-04-20 09:21:41.702,0 days 02:41:00,2.683333333333333,BLR → BOM,2026-04-20
SJ061,SpiceJet,MAA,BLR,2026-04-20 06:38:41.701,2026-04-20 09:35:41.701,0 days 02:57:00,2.95,MAA → BLR,2026-04-20
AI047,Air India,CCU,MAA,2026-04-20 06:36:41.701,2026-04-20 07:23:41.701,0 days 00:47:00,0.7833333333333333,CCU → MAA,2026-04-20
UK210,Vistara,DEL,CCU,2026-04-20 06:35:41.704,2026-04-20 07:30:41.704,0 days 00:55:00,0.9166666666666666,DEL → CCU,2026-04-20
AI088,Air India,MAA,DEL,2026-04-20 06:34:41.702,2026-04-20 10:10:41.702,0 days 03:36:00,3.6,MAA → DEL,2026-04-20
UK177,Vistara,DEL,HYD,2026-04-20 06:21:41.703,2026-04-20 10:50:41.703,0 days 04:29:00,4.483333333333333,DEL → HYD,2026-04-20
AI128,Air India,BOM,CCU,2026-04-20 06:07:41.702,2026-04-20 10:03:41.702,0 days 03:56:00,3.933333333333333,BOM → CCU,2026-04-20
AI158,Air India,CCU,DEL,2026-04-20 06:04:41.703,2026-04-20 09:01:41.703,0 days 02:57:00,2.95,CCU → DEL,2026-04-20
UK206,Vistara,MAA,BLR,2026-04-20 06:01:41.703,2026-04-20 10:34:41.703,0 days 04:33:00,4.55,MAA → BLR,2026-04-20
SJ138,SpiceJet,BLR,BOM,2026-04-20 05:55:41.702,2026-04-20 06:43:41.702,0 days 00:48:00,0.8,BLR → BOM,2026-04-20
AI034,Air India,DEL,BOM,2026-04-20 05:48:41.701,2026-04-20 10:31:41.701,0 days 04:43:00,4.716666666666667,DEL → BOM,2026-04-20
AI012,Air India,BOM,CCU,2026-04-20 05:44:41.701,2026-04-20 09:47:41.701,0 days 04:03:00,4.05,BOM → CCU,2026-04-20
6F083,IndiGo,BLR,DEL,2026-04-20 05:24:41.702,2026-04-20 06:03:41.702,0 days 00:39:00,0.65,BLR → DEL,2026-04-20
SJ083,SpiceJet,MAA,BLR,2026-04-20 05:13:41.702,2026-04-20 08:17:41.702,0 days 03:04:00,3.066666666666667,MAA → BLR,2026-04-20
SJ186,SpiceJet,CCU,DEL,2026-04-20 05:11:41.703,2026-04-20 07:22:41.703,0 days 02:11:00,2.183333333333333,CCU → DEL,2026-04-20
UK001,Vistara,CCU,DEL,2026-04-20 05:06:41.700,2026-04-20 06:31:41.700,0 days 01:25:00,1.4166666666666667,CCU → DEL,2026-04-20
AI217,Air India,CCU,BLR,2026-04-20 04:57:41.703,2026-04-20 07:14:41.703,0 days 02:17:00,2.283333333333333,CCU → BLR,2026-04-20
6F178,IndiGo,BOM,CCU,2026-04-20 04:48:41.703,2026-04-20 09:11:41.703,0 days 04:23:00,4.383333333333334,BOM → CCU,2026-04-20
UK015,Vistara,BLR,BOM,2026-04-20 04:46:41.701,2026-04-20 06:33:41.701,0 days 01:47:00,1.7833333333333334,BLR → BOM,2026-04-20
AI112,Air India,DEL,BLR,2026-04-20 04:41:41.702,2026-04-20 08:24:41.702,0 days 03:43:00,3.716666666666667,DEL → BLR,2026-04-20
UK100,Vistara,CCU,BLR,2026-04-20 04:40:41.702,2026-04-20 07:12:41.702,0 days 02:32:00,2.533333333333333,CCU → BLR,2026-04-20
6F133,IndiGo,MAA,BLR,2026-04-20 04:38:41.702,2026-04-20 06:25:41.702,0 days 01:47:00,1.7833333333333334,MAA → BLR,2026-04-20
AI227,Air India,BLR,MAA,2026-04-20 04:31:41.703,2026-04-20 08:17:41.703,0 days 03:46:00,3.7666666666666666,BLR → MAA,2026-04-20
UK093,Vistara,HYD,CCU,2026-04-20 04:31:41.702,2026-04-20 05:21:41.702,0 days 00:50:00,0.8333333333333334,HYD → CCU,2026-04-20
UK203,Vistara,BLR,HYD,2026-04-20 04:12:41.703,2026-04-20 05:24:41.703,0 days 01:12:00,1.2,BLR → HYD,2026-04-20
UK154,Vistara,MAA,HYD,2026-04-20 04:00:41.703,2026-04-20 07:57:41.703,0 days 03:57:00,3.95,MAA → HYD,2026-04-20
UK073,Vistara,BLR,CCU,2026-04-20 03:59:41.702,2026-04-20 08:09:41.702,0 days 04:10:00,4.166666666666667,BLR → CCU,2026-04-20
AI164,Air India,DEL,BLR,2026-04-20 03:57:41.703,2026-04-20 05:45:41.703,0 days 01:48:00,1.8,DEL → BLR,2026-04-20
UK008,Vistara,CCU,BLR,2026-04-20 03:57:41.701,2026-04-20 04:34:41.701,0 days 00:37:00,0.6166666666666667,CCU → BLR,2026-04-20
UK051,Vistara,HYD,DEL,2026-04-20 03:55:41.701,2026-04-20 06:55:41.701,0 days 03:00:00,3.0,HYD → DEL,2026-04-20
UK208,Vistara,DEL,CCU,2026-04-20 03:54:41.704,2026-04-20 08:51:41.704,0 days 04:57:00,4.95,DEL → CCU,2026-04-20
AI150,Air India,BOM,DEL,2026-04-20 03:51:41.703,2026-04-20 04:38:41.703,0 days 00:47:00,0.7833333333333333,BOM → DEL,2026-04-20
AI189,Air India,CCU,DEL,2026-04-20 03:44:41.703,2026-04-20 05:32:41.703,0 days 01:48:00,1.8,CCU → DEL,2026-04-20
6F230,IndiGo,CCU,BLR,2026-04-20 03:34:41.704,2026-04-20 06:47:41.704,0 days 03:13:00,3.216666666666667,CCU → BLR,2026-04-20
6F169,IndiGo,BOM,DEL,2026-04-20 03:27:41.703,2026-04-20 08:06:41.703,0 days 04:39:00,4.65,BOM → DEL,2026-04-20
AI205,Air India,BLR,BOM,2026-04-20 03:26:41.703,2026-04-20 05:14:41.703,0 days 01:48:00,1.8,BLR → BOM,2026-04-20
AI103,Air India,BLR,BOM,2026-04-20 03:26:41.702,2026-04-20 04:04:41.702,0 days 00:38:00,0.6333333333333333,BLR → BOM,2026-04-20
6F250,IndiGo,DEL,BLR,2026-04-20 03:26:41.701,2026-04-20 07:30:41.701,0 days 04:04:00,4.066666666666666,DEL → BLR,2026-04-20
AI246,Air India,BOM,BLR,2026-04-20 03:22:41.704,2026-04-20 06:41:41.704,0 days 03:19:00,3.316666666666667,BOM → BLR,2026-04-20
6F187,IndiGo,BOM,MAA,2026-04-20 03:19:41.703,2026-04-20 07:37:41.703,0 days 04:18:00,4.3,BOM → MAA,2026-04-20
AI082,Air India,DEL,CCU,2026-04-20 03:19:41.702,2026-04-20 06:01:41.702,0 days 02:42:00,2.7,DEL → CCU,2026-04-20
UK116,Vistara,CCU,BOM,2026-04-20 03:18:41.702,2026-04-20 07:06:41.702,0 days 03:48:00,3.8,CCU → BOM,2026-04-20
SJ169,SpiceJet,BOM,MAA,2026-04-20 03:10:41.703,2026-04-20 07:56:41.703,0 days 04:46:00,4.766666666666667,BOM → MAA,2026-04-20
AI175,Air India,BOM,HYD,2026-04-20 03:08:41.703,2026-04-20 06:55:41.703,0 days 03:47:00,3.783333333333333,BOM → HYD,2026-04-20
SJ098,SpiceJet,HYD,MAA,2026-04-20 03:02:41.702,2026-04-20 03:37:41.702,0 days 00:35:00,0.5833333333333334,HYD → MAA,2026-04-20
SJ191,SpiceJet,BLR,BOM,2026-04-20 03:01:41.703,2026-04-20 04:23:41.703,0 days 01:22:00,1.3666666666666667,BLR → BOM,2026-04-20
SJ017,SpiceJet,DEL,MAA,2026-04-20 02:57:41.701,2026-04-20 05:00:41.701,0 days 02:03:00,2.05,DEL → MAA,2026-04-20
UK188,Vistara,MAA,BLR,2026-04-20 02:55:41.703,2026-04-20 03:44:41.703,0 days 00:49:00,0.8166666666666667,MAA → BLR,2026-04-20
AI196,Air India,MAA,HYD,2026-04-20 02:52:41.703,2026-04-20 04:25:41.703,0 days 01:33:00,1.55,MAA → HYD,2026-04-20
AI068,Air India,BOM,BLR,2026-04-20 02:48:41.702,2026-04-20 04:48:42.000,0 days 02:00:00.298000,2.0000827777777777,BOM → BLR,2026-04-20
SJ097,SpiceJet,BOM,CCU,2026-04-20 02:37:41.702,2026-04-20 05:27:41.702,0 days 02:50:00,2.8333333333333335,BOM → CCU,2026-04-20
SJ030,SpiceJet,DEL,HYD,2026-04-20 02:36:41.701,2026-04-20 03:19:41.701,0 days 00:43:00,0.7166666666666667,DEL → HYD,2026-04-20
6F179,IndiGo,HYD,MAA,2026-04-20 02:25:41.703,2026-04-20 06:40:41.703,0 days 04:15:00,4.25,HYD → MAA,2026-04-20
6F156,IndiGo,MAA,BOM,2026-04-20 02:23:41.703,2026-04-20 04:57:41.703,0 days 02:34:00,2.566666666666667,MAA → BOM,2026-04-20
6F250,IndiGo,CCU,BLR,2026-04-20 02:23:41.702,2026-04-20 02:56:41.702,0 days 00:33:00,0.55,CCU → BLR,2026-04-20
SJ057,SpiceJet,BOM,CCU,2026-04-20 02:17:41.701,2026-04-20 05:29:41.701,0 days 03:12:00,3.2,BOM → CCU,2026-04-20
6F036,IndiGo,CCU,BLR,2026-04-20 02:14:41.701,2026-04-20 06:57:41.701,0 days 04:43:00,4.716666666666667,CCU → BLR,2026-04-20
6F201,IndiGo,CCU,BOM,2026-04-20 02:09:41.703,2026-04-20 06:49:41.703,0 days 04:40:00,4.666666666666667,CCU → BOM,2026-04-20
6F143,IndiGo,CCU,DEL,2026-04-20 02:09:41.702,2026-04-20 06:08:41.702,0 days 03:59:00,3.9833333333333334,CCU → DEL,2026-04-20
6F177,IndiGo,HYD,MAA,2026-04-20 02:03:41.703,2026-04-20 04:25:41.703,0 days 02:22:00,2.3666666666666667,HYD → MAA,2026-04-20
6F031,IndiGo,BOM,BLR,2026-04-20 02:00:41.701,2026-04-20 06:37:41.701,0 days 04:37:00,4.616666666666666,BOM → BLR,2026-04-20
UK165,Vistara,DEL,BLR,2026-04-20 01:51:41.703,2026-04-20 06:04:41.703,0 days 04:13:00,4.216666666666667,DEL → BLR,2026-04-20
6F122,IndiGo,DEL,BLR,2026-04-20 01:44:41.702,2026-04-20 05:28:41.702,0 days 03:44:00,3.7333333333333334,DEL → BLR,2026-04-20
AI009,Air India,DEL,CCU,2026-04-20 01:31:41.701,2026-04-20 04:05:41.701,0 days 02:34:00,2.566666666666667,DEL → CCU,2026-04-20
6F046,IndiGo,DEL,BLR,2026-04-20 01:27:41.701,2026-04-20 05:08:41.701,0 days 03:41:00,3.683333333333333,DEL → BLR,2026-04-20
AI051,Air India,MAA,BLR,2026-04-20 01:27:41.701,2026-04-20 02:22:41.701,0 days 00:55:00,0.9166666666666666,MAA → BLR,2026-04-20
UK222,Vistara,BOM,CCU,2026-04-20 01:22:41.704,2026-04-20 02:57:41.704,0 days 01:35:00,1.5833333333333333,BOM → CCU,2026-04-20
SJ127,SpiceJet,BOM,DEL,2026-04-20 01:21:41.702,2026-04-20 03:58:41.702,0 days 02:37:00,2.6166666666666667,BOM → DEL,2026-04-20
AI226,Air India,BLR,HYD,2026-04-20 01:19:41.703,2026-04-20 04:08:41.703,0 days 02:49:00,2.816666666666667,BLR → HYD,2026-04-20
AI216,Air India,BOM,CCU,2026-04-20 01:10:41.703,2026-04-20 02:34:41.703,0 days 01:24:00,1.4,BOM → CCU,2026-04-20
6F058,IndiGo,BOM,CCU,2026-04-20 01:04:41.701,2026-04-20 03:33:41.701,0 days 02:29:00,2.4833333333333334,BOM → CCU,2026-04-20
SJ207,SpiceJet,DEL,CCU,2026-04-20 00:52:41.703,2026-04-20 04:05:41.703,0 days 03:13:00,3.216666666666667,DEL → CCU,2026-04-20
SJ198,SpiceJet,CCU,BOM,2026-04-20 00:47:41.703,2026-04-20 05:28:41.703,0 days 04:41:00,4.683333333333334,CCU → BOM,2026-04-20
SJ108,SpiceJet,BLR,HYD,2026-04-20 00:40:41.702,2026-04-20 03:16:41.702,0 days 02:36:00,2.6,BLR → HYD,2026-04-20
SJ155,SpiceJet,DEL,CCU,2026-04-20 00:38:41.702,2026-04-20 05:38:41.702,0 days 05:00:00,5.0,DEL → CCU,2026-04-20
6F193,IndiGo,BOM,MAA,2026-04-20 00:34:41.703,2026-04-20 02:32:41.703,0 days 01:58:00,1.9666666666666666,BOM → MAA,2026-04-20
6F019,IndiGo,BLR,BOM,2026-04-20 00:19:41.701,2026-04-20 04:14:41.701,0 days 03:55:00,3.9166666666666665,BLR → BOM,2026-04-20
AI102,Air India,CCU,BLR,2026-04-20 00:17:41.702,2026-04-20 05:08:41.702,0 days 04:51:00,4.85,CCU → BLR,2026-04-20
6F166,IndiGo,BOM,CCU,2026-04-20 00:03:41.703,2026-04-20 04:33:41.703,0 days 04:30:00,4.5,BOM → CCU,2026-04-20
UK175,Vistara,BLR,BOM,2026-04-19 23:56:41.703,2026-04-20 03:18:41.703,0 days 03:22:00,3.3666666666666667,BLR → BOM,2026-04-19
6F010,IndiGo,DEL,BLR,2026-04-19 23:53:41.701,2026-04-20 03:44:41.701,0 days 03:51:00,3.85,DEL → BLR,2026-04-19
AI234,Air India,BOM,MAA,2026-04-19 23:50:41.704,2026-04-20 01:34:41.704,0 days 01:44:00,1.7333333333333334,BOM → MAA,2026-04-19
UK135,Vistara,HYD,DEL,2026-04-19 23:50:41.702,2026-04-20 01:43:41.702,0 days 01:53:00,1.8833333333333333,HYD → DEL,2026-04-19
6F272,IndiGo,HYD,MAA,2026-04-19 23:35:41.702,2026-04-20 00:22:41.702,0 days 00:47:00,0.7833333333333333,HYD → MAA,2026-04-19
AI061,Air India,BOM,CCU,2026-04-19 23:31:41.701,2026-04-20 01:02:41.701,0 days 01:31:00,1.5166666666666666,BOM → CCU,2026-04-19
6F070,IndiGo,HYD,DEL,2026-04-19 23:23:41.701,2026-04-20 02:24:41.701,0 days 03:01:00,3.0166666666666666,HYD → DEL,2026-04-19
AI015,Air India,BLR,CCU,2026-04-19 23:21:41.701,2026-04-20 01:15:41.701,0 days 01:54:00,1.9,BLR → CCU,2026-04-19
SJ076,SpiceJet,DEL,MAA,2026-04-19 23:01:41.701,2026-04-20 02:02:41.701,0 days 03:01:00,3.0166666666666666,DEL → MAA,2026-04-19
SJ029,SpiceJet,HYD,DEL,2026-04-19 22:55:41.701,2026-04-20 00:22:41.701,0 days 01:27:00,1.45,HYD → DEL,2026-04-19
SJ194,SpiceJet,CCU,DEL,2026-04-19 22:46:41.703,2026-04-20 02:31:41.703,0 days 03:45:00,3.75,CCU → DEL,2026-04-19
AI235,Air India,BLR,HYD,2026-04-19 22:45:41.704,2026-04-20 02:12:41.704,0 days 03:27:00,3.45,BLR → HYD,2026-04-19
SJ048,SpiceJet,MAA,BLR,2026-04-19 22:43:41.701,2026-04-20 00:19:41.701,0 days 01:36:00,1.6,MAA → BLR,2026-04-19
SJ114,SpiceJet,HYD,DEL,2026-04-19 22:42:41.702,2026-04-20 02:02:41.702,0 days 03:20:00,3.3333333333333335,HYD → DEL,2026-04-19
SJ146,SpiceJet,HYD,BLR,2026-04-19 22:37:41.702,2026-04-20 00:33:41.702,0 days 01:56:00,1.9333333333333333,HYD → BLR,2026-04-19
UK041,Vistara,HYD,MAA,2026-04-19 22:37:41.701,2026-04-19 23:44:41.701,0 days 01:07:00,1.1166666666666667,HYD → MAA,2026-04-19
6F075,IndiGo,BOM,CCU,2026-04-19 22:20:41.702,2026-04-20 03:02:41.702,0 days 04:42:00,4.7,BOM → CCU,2026-04-19
SJ020,SpiceJet,BLR,BOM,2026-04-19 22:18:41.701,2026-04-20 02:27:41.701,0 days 04:09:00,4.15,BLR → BOM,2026-04-19
SJ099,SpiceJet,MAA,BLR,2026-04-19 22:14:41.702,2026-04-20 00:34:41.702,0 days 02:20:00,2.3333333333333335,MAA → BLR,2026-04-19
6F078,IndiGo,BOM,CCU,2026-04-19 22:04:41.702,2026-04-19 23:37:41.702,0 days 01:33:00,1.55,BOM → CCU,2026-04-19
UK219,Vistara,BOM,HYD,2026-04-19 22:03:41.704,2026-04-20 02:21:41.704,0 days 04:18:00,4.3,BOM → HYD,2026-04-19
UK223,Vistara,CCU,DEL,2026-04-19 21:58:41.704,2026-04-19 22:30:41.704,0 days 00:32:00,0.5333333333333333,CCU → DEL,2026-04-19
UK227,Vistara,BOM,HYD,2026-04-19 21:57:41.704,2026-04-20 01:47:41.704,0 days 03:50:00,3.8333333333333335,BOM → HYD,2026-04-19
6F260,IndiGo,CCU,DEL,2026-04-19 21:51:41.702,2026-04-20 01:14:41.702,0 days 03:23:00,3.3833333333333333,CCU → DEL,2026-04-19
AI096,Air India,CCU,DEL,2026-04-19 21:48:41.702,2026-04-20 02:46:41.702,0 days 04:58:00,4.966666666666667,CCU → DEL,2026-04-19
6F022,IndiGo,MAA,BLR,2026-04-19 21:46:41.701,2026-04-20 02:05:41.701,0 days 04:19:00,4.316666666666666,MAA → BLR,2026-04-19
6F237,IndiGo,HYD,MAA,2026-04-19 21:41:41.704,2026-04-20 00:44:41.704,0 days 03:03:00,3.05,HYD → MAA,2026-04-19
UK146,Vistara,BOM,MAA,2026-04-19 21:40:41.703,2026-04-20 00:08:41.703,0 days 02:28:00,2.466666666666667,BOM → MAA,2026-04-19
SJ015,SpiceJet,BOM,CCU,2026-04-19 21:40:41.701,2026-04-19 22:52:41.701,0 days 01:12:00,1.2,BOM → CCU,2026-04-19
AI108,Air India,BLR,CCU,2026-04-19 21:32:41.702,2026-04-20 00:17:41.702,0 days 02:45:00,2.75,BLR → CCU,2026-04-19
UK020,Vistara,MAA,BLR,2026-04-19 21:23:41.701,2026-04-19 22:38:41.701,0 days 01:15:00,1.25,MAA → BLR,2026-04-19
6F113,IndiGo,BOM,CCU,2026-04-19 21:04:41.702,2026-04-20 01:30:41.702,0 days 04:26:00,4.433333333333334,BOM → CCU,2026-04-19
6F112,IndiGo,HYD,DEL,2026-04-19 21:00:41.702,2026-04-19 23:16:41.702,0 days 02:16:00,2.2666666666666666,HYD → DEL,2026-04-19
6F246,IndiGo,HYD,DEL,2026-04-19 21:00:41.702,2026-04-19 23:16:41.702,0 days 02:16:00,2.2666666666666666,HYD → DEL,2026-04-19
UK158,Vistara,BOM,MAA,2026-04-19 20:49:41.703,2026-04-19 21:22:41.703,0 days 00:33:00,0.55,BOM → MAA,2026-04-19
UK159,Vistara,CCU,BLR,2026-04-19 20:45:41.703,2026-04-19 23:32:41.703,0 days 02:47:00,2.783333333333333,CCU → BLR,2026-04-19
UK084,Vistara,MAA,DEL,2026-04-19 20:44:41.702,2026-04-20 00:20:41.702,0 days 03:36:00,3.6,MAA → DEL,2026-04-19
SJ206,SpiceJet,DEL,CCU,2026-04-19 20:43:41.703,2026-04-20 01:21:41.703,0 days 04:38:00,4.633333333333334,DEL → CCU,2026-04-19
UK044,Vistara,BLR,BOM,2026-04-19 20:31:41.701,2026-04-19 23:29:41.701,0 days 02:58:00,2.966666666666667,BLR → BOM,2026-04-19
SJ036,SpiceJet,DEL,HYD,2026-04-19 20:24:41.701,2026-04-19 23:54:41.701,0 days 03:30:00,3.5,DEL → HYD,2026-04-19
6F176,IndiGo,CCU,DEL,2026-04-19 20:23:42.000,2026-04-19 23:23:42.000,0 days 03:00:00,3.0,CCU → DEL,2026-04-19
6F148,IndiGo,CCU,BOM,2026-04-19 20:23:41.703,2026-04-19 22:30:41.703,0 days 02:07:00,2.1166666666666667,CCU → BOM,2026-04-19
6F202,IndiGo,HYD,BLR,2026-04-19 20:18:41.703,2026-04-19 23:48:41.703,0 days 03:30:00,3.5,HYD → BLR,2026-04-19
6F071,IndiGo,DEL,CCU,2026-04-19 20:18:41.702,2026-04-20 00:31:41.702,0 days 04:13:00,4.216666666666667,DEL → CCU,2026-04-19
AI105,Air India,CCU,DEL,2026-04-19 20:16:41.702,2026-04-19 22:03:41.702,0 days 01:47:00,1.7833333333333334,CCU → DEL,2026-04-19
AI241,Air India,HYD,BLR,2026-04-19 20:11:41.704,2026-04-19 22:18:41.704,0 days 02:07:00,2.1166666666666667,HYD → BLR,2026-04-19
SJ162,SpiceJet,DEL,HYD,2026-04-19 20:11:41.703,2026-04-19 22:30:41.703,0 days 02:19:00,2.316666666666667,DEL → HYD,2026-04-19
6F003,IndiGo,HYD,BOM,2026-04-19 20:06:41.700,2026-04-19 23:13:41.700,0 days 03:07:00,3.1166666666666667,HYD → BOM,2026-04-19
6F249,IndiGo,HYD,BOM,2026-04-19 20:06:41.700,2026-04-19 23:13:41.700,0 days 03:07:00,3.1166666666666667,HYD → BOM,2026-04-19
AI237,Air India,BOM,CCU,2026-04-19 19:58:41.704,2026-04-19 23:13:41.704,0 days 03:15:00,3.25,BOM → CCU,2026-04-19
SJ134,SpiceJet,BOM,CCU,2026-04-19 19:58:41.702,2026-04-20 00:15:41.702,0 days 04:17:00,4.283333333333333,BOM → CCU,2026-04-19
AI071,Air India,BOM,MAA,2026-04-19 19:55:41.702,2026-04-19 22:58:41.702,0 days 03:03:00,3.05,BOM → MAA,2026-04-19
6F118,IndiGo,CCU,HYD,2026-04-19 19:52:41.702,2026-04-19 21:01:41.702,0 days 01:09:00,1.15,CCU → HYD,2026-04-19
6F014,IndiGo,DEL,MAA,2026-04-19 19:42:41.701,2026-04-19 23:15:41.701,0 days 03:33:00,3.55,DEL → MAA,2026-04-19
6F065,IndiGo,MAA,BLR,2026-04-19 19:40:41.701,2026-04-19 22:23:41.701,0 days 02:43:00,2.716666666666667,MAA → BLR,2026-04-19
6F271,IndiGo,HYD,MAA,2026-04-19 19:33:41.702,2026-04-19 22:52:41.702,0 days 03:19:00,3.316666666666667,HYD → MAA,2026-04-19
SJ070,SpiceJet,MAA,CCU,2026-04-19 18:55:41.701,2026-04-19 20:48:41.701,0 days 01:53:00,1.8833333333333333,MAA → CCU,2026-04-19
